time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1939-05-01T05:58:30.000Z,39.945,139.682,10,7,mw,,,,,iscgem,iscgem901919,2019-12-29T21:24:23.624Z,"near the west coast of Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1939-05-02T13:14:54.000Z,29.268,-113.54,10,7,mw,,,,,iscgemsup,iscgemsup901929,2020-01-02T23:01:56.479Z,"Baja California, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1939-09-08T12:04:47.000Z,51.035,174.97,15,7.1,mw,,,,,iscgem,iscgem902140,2015-05-13T18:52:44.000Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,iscgem
1939-10-10T18:31:59.000Z,38.53,143.085,20,7,mw,,,,,iscgem,iscgem902187,2015-05-13T18:52:44.000Z,"off the east coast of Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1939-12-21T21:00:31.000Z,-0.073,122.51,35,8.1,mw,,,,,iscgem,iscgem902275,2019-12-29T21:28:24.368Z,"Sulawesi, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1939-12-26T23:57:23.000Z,39.771,39.577,20,7.8,mw,,,,,iscgem,iscgem902291,2019-12-29T21:29:15.185Z,"eastern Turkey",earthquake,,,,,automatic,iscgem,iscgem
1940-01-17T01:14:56.000Z,17.121,148.044,15,7.5,mw,,,,,iscgem,iscgem901160,2015-05-13T18:52:44.000Z,"Mariana Islands region",earthquake,,,,,automatic,iscgem,iscgem
1940-05-24T16:33:59.000Z,-11.094,-77.487,45,8.2,mw,,,,,iscgem,iscgem901374,2019-12-29T21:16:14.031Z,"near the coast of central Peru",earthquake,,,,,automatic,iscgem,iscgem
1940-07-14T05:52:54.500Z,52,178.2,65,7.4,mb,,,,,ushis,ushis1324,2018-06-04T20:43:44.000Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,ushis,abe
1940-08-01T15:08:25.000Z,44.527,139.489,15,7.5,mw,,,,,iscgem,iscgem901515,2019-12-29T21:17:12.281Z,"eastern Sea of Japan",earthquake,,,,,automatic,iscgem,iscgem
1940-08-13T15:36:47.000Z,36.019,132.276,10,7,mw,,,,,iscgemsup,iscgemsup901531,2020-01-02T23:01:35.463Z,"Sea of Japan",earthquake,,,,,automatic,iscgem,iscgem
1940-10-11T18:41:19.000Z,-42.041,-73.63,35,7,mw,,,,,iscgem,iscgem901645,2019-12-29T21:18:56.635Z,"Isla Chiloe, Los Lagos, Chile",earthquake,,,,,automatic,iscgem,iscgem
1940-11-10T01:39:05.000Z,45.708,26.563,90,7.8,mw,,,,,iscgem,iscgem901696,2019-12-29T21:19:33.638Z,"Romania",earthquake,,,,,automatic,iscgem,iscgem
1940-12-28T16:37:44.000Z,18.245,147.558,15,7.7,mw,,,,,iscgem,iscgem901750,2015-05-13T18:52:44.000Z,"Mariana Islands region",earthquake,,,,,automatic,iscgem,iscgem
1941-01-13T16:27:44.000Z,-4.175,152.071,15,7.4,mw,,,,,iscgem,iscgem900622,2019-12-29T21:06:45.909Z,"New Britain region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1941-04-15T19:09:57.000Z,18.69,-102.994,30,7.6,mw,,,,,iscgem,iscgem900764,2019-12-29T21:08:48.511Z,"Michoacan, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1941-05-17T02:24:59.000Z,-10.817,166.284,35,7.4,mw,,,,,iscgem,iscgem900815,2015-05-13T18:52:44.000Z,"Santa Cruz Islands",earthquake,,,,,automatic,iscgem,iscgem
1941-06-26T11:52:03.000Z,12.017,92.575,20,7.6,mw,,,,,iscgem,iscgem900863,2015-05-13T18:52:44.000Z,"Andaman Islands, India region",earthquake,,,,,automatic,iscgem,iscgem
1941-08-02T11:41:30.000Z,-29.716,-177.69,35,7.2,mw,,,,,iscgem,iscgem900934,2015-05-13T18:52:44.000Z,"Kermadec Islands, New Zealand",earthquake,,,,,automatic,iscgem,iscgem
1941-11-05T17:38:49.000Z,12.842,123.467,15,7,mw,,,,,iscgem,iscgem901063,2019-12-29T21:12:35.105Z,"Masbate region, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1941-11-08T23:37:28.000Z,0.742,122.791,35,7.4,mw,,,,,iscgem,iscgem901068,2019-12-29T21:13:10.992Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1941-11-18T16:46:32.000Z,32.095,131.949,35,7.9,mw,,,,,iscgem,iscgem901083,2019-12-29T21:13:28.299Z,"Kyushu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1941-11-25T18:03:58.000Z,37.446,-18.953,10,8,mw,,,,,iscgemsup,iscgemsup901098,2015-07-13T17:02:22.000Z,"Azores-Cape St. Vincent Ridge",earthquake,,,,,automatic,iscgem,iscgem
1941-12-05T20:47:03.000Z,8.396,-83.457,20,7.3,mw,,,,,iscgem,iscgem901107,2019-12-29T21:13:50.252Z,"Costa Rica",earthquake,,,,,automatic,iscgem,iscgem
1941-12-06T21:24:49.000Z,8.523,-84.528,15,7,mw,,,,,iscgem,iscgem901109,2019-12-29T21:14:07.522Z,"off the coast of Costa Rica",earthquake,,,,,automatic,iscgem,iscgem
1941-12-16T19:19:43.000Z,23.304,120.393,15,7.3,mw,,,,,iscgem,iscgem901124,2019-12-29T21:14:24.721Z,"Taiwan",earthquake,,,,,automatic,iscgem,iscgem
1941-12-26T14:48:06.000Z,22.408,99.814,10,7.2,mw,,,,,iscgem,iscgem901133,2019-12-29T21:14:45.552Z,"Myanmar-China border region",earthquake,,,,,automatic,iscgem,iscgem
1942-01-27T13:29:11.000Z,-4.197,135.062,17.5,7.2,mw,,,,,iscgem,iscgem900176,2019-12-29T20:59:48.604Z,"near the south coast of Papua, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1942-04-08T15:40:27.000Z,13.061,120.483,15,7.4,mw,,,,,iscgem,iscgem900244,2019-12-29T21:01:01.934Z,"Mindoro, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1942-05-14T02:13:27.000Z,-0.025,-79.955,20,7.8,mw,,,,,iscgem,iscgem900274,2019-12-29T21:01:24.905Z,"Ecuador",earthquake,,,,,automatic,iscgem,iscgem
1942-06-14T03:09:53.000Z,14.637,147.822,15,7,mw,,,,,iscgem,iscgem900329,2015-05-13T18:52:44.000Z,"Mariana Islands region",earthquake,,,,,automatic,iscgem,iscgem
1942-06-24T11:16:30.000Z,-41.186,175.868,15,7,mw,,,,,iscgem,iscgem900349,2019-12-29T21:02:08.109Z,"North Island of New Zealand",earthquake,,,,,automatic,iscgem,iscgem
1942-08-06T23:37:02.000Z,13.862,-91.138,35,7.7,mw,,,,,iscgem,iscgem900408,2019-12-29T21:03:54.765Z,"offshore Guatemala",earthquake,,,,,automatic,iscgem,iscgem
1942-08-24T22:50:32.000Z,-14.819,-74.708,30,8.1,mw,,,,,iscgem,iscgem900444,2019-12-29T21:04:14.568Z,"central Peru",earthquake,,,,,automatic,iscgem,iscgem
1942-10-20T23:21:53.000Z,7.949,122.455,35,7.2,mw,,,,,iscgem,iscgem900504,2019-12-29T21:04:57.152Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1942-11-10T11:41:28.000Z,-49.92,30.336,10,8,mw,,,,,iscgem,iscgem900536,2015-05-13T18:52:44.000Z,"south of Africa",earthquake,,,,,automatic,iscgem,iscgem
1942-11-28T10:38:47.000Z,7.344,-35.64,10,7.2,mw,,,,,iscgem,iscgem900570,2015-05-13T18:52:44.000Z,"central Mid-Atlantic Ridge",earthquake,,,,,automatic,iscgem,iscgem
1942-12-20T14:03:09.000Z,40.87,36.732,10,7,mw,,,,,iscgem,iscgem900592,2019-12-29T21:06:01.291Z,"central Turkey",earthquake,,,,,automatic,iscgem,iscgem
1943-02-22T09:20:49.000Z,17.457,-101.451,20,7.4,mw,,,,,iscgem,iscgem899723,2019-12-29T20:52:26.116Z,"offshore Guerrero, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1943-03-09T09:48:59.000Z,-60.371,-28.36,20,7,mw,,,,,iscgem,iscgem899742,2015-05-13T18:52:44.000Z,"South Sandwich Islands region",earthquake,,,,,automatic,iscgem,iscgem
1943-04-01T14:18:17.000Z,-6.389,105.48,35,7.1,mw,,,,,iscgemsup,iscgemsup899784,2020-01-02T22:59:47.047Z,"Sunda Strait, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1943-04-06T16:07:17.000Z,-31.432,-71.475,35,8.1,mw,,,,,iscgem,iscgem899789,2019-12-29T20:53:04.491Z,"Coquimbo, Chile",earthquake,,,,,automatic,iscgem,iscgem
1943-05-03T01:59:14.000Z,13.001,124.312,15,7.2,mw,,,,,iscgemsup,iscgemsup899838,2020-01-02T23:00:13.282Z,"Catanduanes, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1943-05-25T23:07:40.000Z,7.4,127.178,15,7.8,mw,,,,,iscgem,iscgem899851,2019-12-29T20:54:24.865Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1943-06-08T20:42:43.000Z,-2.908,102.153,15,7.4,mw,,,,,iscgem,iscgem899871,2019-12-29T20:54:45.600Z,"southern Sumatra, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1943-06-09T03:06:20.000Z,-0.827,100.736,10,7.8,mw,,,,,iscgem,iscgem899872,2019-12-29T20:55:11.297Z,"southern Sumatra, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1943-06-13T05:11:42.000Z,40.982,143.315,35,7.2,mw,,,,,iscgem,iscgem899875,2019-12-29T20:55:42.677Z,"off the east coast of Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1943-07-23T14:53:10.000Z,-8.591,109.803,60,7,mw,,,,,iscgem,iscgem899940,2019-12-29T20:56:01.273Z,"Java, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1943-07-29T03:02:17.000Z,18.905,-67.131,15,7.7,mw,,,,,iscgem,iscgem899944,2019-12-29T20:56:23.476Z,"Puerto Rico region",earthquake,,,,,automatic,iscgem,iscgem
1943-09-06T03:41:29.000Z,-53.983,158.737,10,7.4,mw,,,,,iscgem,iscgem899985,2015-05-13T18:52:45.000Z,"Macquarie Island region",earthquake,,,,,automatic,iscgem,iscgem
1943-09-10T08:37:00.000Z,35.448,133.993,15,7,mw,,,,,iscgem,iscgem899991,2019-12-29T20:57:14.895Z,"western Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1943-10-23T17:23:21.000Z,26.637,93.852,15,7.2,mw,,,,,iscgem,iscgem900054,2019-12-29T20:57:37.673Z,"Assam, India",earthquake,,,,,automatic,iscgem,iscgem
1943-11-03T14:32:21.000Z,61.776,-151.051,15,7.6,mw,,,,,iscgemsup,iscgemsup900071,2020-01-02T23:00:36.253Z,"Southern Alaska",earthquake,,,,,automatic,iscgem,iscgem
1943-11-06T08:31:41.000Z,-5.602,134.015,15,7.7,mw,,,,,iscgem,iscgem900076,2019-12-29T20:58:03.610Z,"Kepulauan Aru region, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1943-11-26T22:20:48.000Z,40.916,33.562,20,7.5,mw,,,,,iscgem,iscgem900102,2019-12-29T20:58:36.765Z,"central Turkey",earthquake,,,,,automatic,iscgem,iscgem
1943-12-23T19:00:14.000Z,-5.567,153.832,35,7,mw,,,,,iscgemsup,iscgemsup900139,2020-01-02T23:00:59.316Z,"New Ireland region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1944-01-15T23:49:32.000Z,-31.372,-68.436,15,7,mw,,,,,iscgem,iscgem899270,2019-12-29T20:43:41.271Z,"San Juan, Argentina",earthquake,,,,,automatic,iscgem,iscgem
1944-02-01T03:22:41.000Z,40.696,32.992,30,7.6,mw,,,,,iscgem,iscgem899277,2019-12-29T20:44:04.106Z,"central Turkey",earthquake,,,,,automatic,iscgem,iscgem
1944-02-29T16:28:08.000Z,0.059,75.144,15,7.1,mw,,,,,iscgem,iscgem899313,2015-05-13T18:52:45.000Z,"Maldive Islands region",earthquake,,,,,automatic,iscgem,iscgem
1944-03-09T22:12:58.000Z,43.29,83.892,10,7.1,mw,,,,,iscgem,iscgem899329,2019-12-29T20:45:30.471Z,"northern Xinjiang, China",earthquake,,,,,automatic,iscgem,iscgem
1944-04-27T14:38:12.000Z,-0.863,133.977,15,7.6,mw,,,,,iscgem,iscgem899365,2019-12-29T20:46:11.953Z,"near the north coast of Papua, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1944-05-25T01:06:39.000Z,-21.578,-179.44,632.7,7.3,mw,,,,,iscgem,iscgem899389,2015-05-13T18:52:45.000Z,"Fiji region",earthquake,,,,,automatic,iscgem,iscgem
1944-05-25T12:58:11.000Z,-2.424,152.488,15,7.1,mw,,,,,iscgem,iscgem899390,2019-12-29T20:46:32.321Z,"New Ireland region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1944-06-28T07:58:56.000Z,14.315,-92.894,25,7,mw,,,,,iscgem,iscgem899448,2019-12-29T20:46:50.791Z,"offshore Chiapas, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1944-07-27T00:04:23.000Z,54,-165.5,70,7.1,mb,,,,,ushis,ushis1476,2018-06-04T20:43:44.000Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,ushis,abe
1944-09-23T12:13:24.000Z,53.359,159.918,35,7.2,mw,,,,,iscgem,iscgem899551,2019-12-29T20:47:13.416Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1944-10-05T17:28:34.000Z,-22.174,171.768,120,7,mw,,,,,iscgem,iscgem899567,2015-05-13T18:52:45.000Z,"southeast of the Loyalty Islands",earthquake,,,,,automatic,iscgem,iscgem
1944-11-16T12:11:02.000Z,-11.936,166.251,35,7.1,mw,,,,,iscgem,iscgem899619,2019-12-29T20:49:31.685Z,"Santa Cruz Islands",earthquake,,,,,automatic,iscgem,iscgem
1944-11-24T04:49:06.000Z,-19.127,169.184,165,7.2,mw,,,,,iscgem,iscgem899627,2019-12-29T20:49:47.902Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1944-12-07T04:35:45.000Z,33.682,136.204,15,8.1,mw,,,,,iscgem,iscgem899647,2019-12-29T20:50:03.819Z,"near the south coast of western Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1945-02-10T04:57:58.000Z,41.037,142.06,58.7,7.2,mw,,,,,iscgem,iscgem898801,2019-12-29T20:38:08.042Z,"Hokkaido, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1945-02-26T22:14:30.000Z,25.715,143.58,15,7.2,mw,,,,,iscgem,iscgem898817,2015-05-13T18:52:45.000Z,"Volcano Islands, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1945-04-15T02:35:29.000Z,57.401,163.641,35,7,mw,,,,,iscgem,iscgem898885,2019-12-29T20:38:25.722Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1945-09-01T22:44:11.000Z,-46.939,166.022,20,7.5,mw,,,,,iscgem,iscgem899073,2015-05-13T18:52:45.000Z,"off the west coast of the South Island of New Zealand",earthquake,,,,,automatic,iscgem,iscgem
1945-11-27T21:56:54.000Z,24.927,63.601,15,8.1,mw,,,,,iscgem,iscgem899220,2019-12-29T20:41:58.025Z,"off the coast of Pakistan",earthquake,,,,,automatic,iscgem,iscgem
1946-04-01T12:29:01.000Z,53.492,-162.832,15,8.6,mw,,,,,official,official19460401122901_30,2019-06-21T22:25:30.432Z,"1946 Aleutian Islands (Unimak Island) Earthquake, Alaska",earthquake,,,,,automatic,iscgem,official
1946-05-08T05:20:27.000Z,-0.746,99.096,35,7.3,mw,,,,,iscgem,iscgem898378,2019-12-29T20:31:23.780Z,"southern Sumatra, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1946-06-23T17:13:19.000Z,49.76,-125.34,30,7.3,ms,,,,,ushis,ushis1554,2019-12-29T20:32:17.348Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,ushis,gr
1946-08-04T17:51:10.000Z,19.083,-69.248,15,7.5,mw,,,,,iscgem,iscgem898498,2019-12-29T20:33:50.727Z,"Dominican Republic region",earthquake,,,,,automatic,iscgem,iscgem
1946-08-08T13:28:33.000Z,19.538,-69.657,15,7,mw,,,,,iscgem,iscgem898519,2019-12-29T20:34:09.978Z,"Dominican Republic region",earthquake,,,,,automatic,iscgem,iscgem
1946-09-12T15:17:23.000Z,24.054,95.666,15,8,mw,,,,,iscgem,iscgem898579,2019-12-29T20:34:37.954Z,"Myanmar",earthquake,,,,,automatic,iscgem,iscgem
1946-09-29T03:02:06.000Z,-5.158,153.379,50,7.8,mw,,,,,iscgem,iscgem898610,2019-12-29T20:35:00.430Z,"New Ireland region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1946-11-01T11:14:28.000Z,51.752,-174.453,25,7,mw,,,,,iscgem,iscgem898643,2019-05-07T19:50:45.539Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,iscgem
1946-11-02T18:28:35.000Z,41.757,71.854,25,7.5,mw,,,,,iscgemsup,iscgemsup898647,2020-01-02T22:58:59.445Z,"Kyrgyzstan",earthquake,,,,,automatic,iscgem,iscgem
1946-12-20T19:19:10.000Z,33.116,135.895,15,8.3,mw,,,,,iscgem,iscgem898698,2019-12-29T20:37:15.399Z,"1946 Nankai Earthquake, Japan",earthquake,,,,,automatic,iscgem,iscgem
1947-03-17T08:19:37.000Z,33.479,99.529,15,7.3,mw,,,,,iscgem,iscgem897783,2019-12-29T20:23:54.927Z,"Qinghai-Sichuan border region, China",earthquake,,,,,automatic,iscgem,iscgem
1947-03-25T20:32:37.000Z,-38.951,177.562,165,7,mw,,,,,iscgem,iscgem897790,2019-12-29T20:24:18.659Z,"North Island of New Zealand",earthquake,,,,,automatic,iscgem,iscgem
1947-04-02T05:39:16.000Z,-1.159,137.847,15,7.3,mw,,,,,iscgem,iscgem897799,2019-12-29T20:24:47.037Z,"near the north coast of Papua, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1947-05-27T05:58:58.000Z,-1.86,134.986,15,7.6,mw,,,,,iscgem,iscgem897871,2019-12-29T20:25:26.620Z,"near the north coast of Papua, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1947-06-07T18:47:51.000Z,11.182,124.658,15,7,mw,,,,,iscgem,iscgem897883,2019-12-29T20:25:53.655Z,"Leyte, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1947-06-12T09:02:28.000Z,1.201,126.156,15,7,mw,,,,,iscgem,iscgem897890,2019-12-29T20:26:13.747Z,"Molucca Sea",earthquake,,,,,automatic,iscgem,iscgem
1947-06-13T20:24:59.000Z,21.722,145.567,35,7,mw,,,,,iscgem,iscgem897893,2015-05-13T18:52:45.000Z,"Mariana Islands region",earthquake,,,,,automatic,iscgem,iscgem
1947-06-19T07:34:41.000Z,21.6,145.464,35,7.2,mw,,,,,iscgem,iscgem897910,2015-05-13T18:52:45.000Z,"Mariana Islands region",earthquake,,,,,automatic,iscgem,iscgem
1947-07-29T13:43:25.000Z,28.576,93.628,20,7.3,mw,,,,,iscgem,iscgem897970,2019-12-29T20:26:40.565Z,"eastern Xizang-India border region",earthquake,,,,,automatic,iscgem,iscgem
1947-10-06T19:55:37.000Z,36.728,21.897,15,7.3,mw,,,,,iscgem,iscgem898058,2019-12-29T20:28:16.167Z,"southern Greece",earthquake,,,,,automatic,iscgem,iscgem
1947-10-16T02:09:51.000Z,64.131,-148.613,26,7.2,mw,,,,,iscgem,iscgem898078,2019-12-29T20:28:40.967Z,"Central Alaska",earthquake,,,,,automatic,iscgem,iscgem
1947-11-01T14:58:57.000Z,-10.973,-74.725,20,7.6,mw,,,,,iscgem,iscgem898103,2019-12-29T20:29:07.690Z,"central Peru",earthquake,,,,,automatic,iscgem,iscgem
1947-11-04T00:09:14.000Z,44.01,140.78,15,7,mw,,,,,iscgem,iscgem898109,2019-12-29T20:29:26.505Z,"eastern Sea of Japan",earthquake,,,,,automatic,iscgem,iscgem
1948-01-24T17:46:44.000Z,10.8,122.295,15,7.8,mw,,,,,iscgem,iscgem897163,2019-12-29T20:14:50.342Z,"Panay, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1948-01-27T11:58:30.000Z,-20.222,-178.557,595,7.1,mw,,,,,iscgem,iscgem897168,2015-05-13T18:52:45.000Z,"Fiji region",earthquake,,,,,automatic,iscgem,iscgem
1948-02-09T12:58:18.000Z,35.631,27.153,15,7.3,mw,,,,,iscgem,iscgem897184,2019-12-29T20:15:08.025Z,"Dodecanese Islands, Greece",earthquake,,,,,automatic,iscgem,iscgem
1948-03-01T01:12:28.000Z,-3.1,127.111,15,7.1,mw,,,,,iscgem,iscgem897217,2019-12-29T20:15:50.541Z,"Seram, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1948-03-03T09:09:56.000Z,18.79,118.915,15,7,mw,,,,,iscgemsup,iscgemsup897220,2015-07-13T17:02:22.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1948-04-17T16:11:32.000Z,33.145,135.706,15,7.2,mw,,,,,iscgem,iscgem897281,2019-12-29T20:16:10.067Z,"near the south coast of western Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1948-05-14T22:31:49.000Z,54.61,-161.19,25,7.1,mw,,,,,iscgem,iscgem897327,2019-12-29T20:17:56.680Z,"Alaska Peninsula",earthquake,,,,,automatic,iscgem,iscgem
1948-05-25T07:11:34.000Z,30.166,100.423,55,7.1,mw,,,,,iscgem,iscgem897351,2019-12-29T20:18:51.691Z,"western Sichuan, China",earthquake,,,,,automatic,iscgem,iscgem
1948-08-25T06:09:28.000Z,-24.567,-64.482,30,7,mw,,,,,iscgem,iscgem897515,2019-12-29T20:20:52.330Z,"Salta, Argentina",earthquake,,,,,automatic,iscgem,iscgem
1948-09-08T15:09:14.000Z,-21.246,-173.879,15,7.5,mw,,,,,iscgem,iscgem897539,2015-05-13T18:52:45.000Z,"Tonga",earthquake,,,,,automatic,iscgem,iscgem
1948-10-05T20:12:09.000Z,38.036,58.388,15,7.3,mw,,,,,iscgem,iscgem897583,2019-12-29T20:21:36.130Z,"Turkmenistan",earthquake,,,,,automatic,iscgem,iscgem
1949-02-23T16:08:11.000Z,41.865,84.191,10,7.3,mw,,,,,iscgem,iscgem896355,2019-12-29T20:04:53.964Z,"southern Xinjiang, China",earthquake,,,,,automatic,iscgem,iscgem
1949-03-04T10:19:31.000Z,36.563,70.698,228.7,7.5,mw,,,,,iscgem,iscgem896379,2019-12-29T20:05:18.160Z,"Hindu Kush region, Afghanistan",earthquake,,,,,automatic,iscgem,iscgem
1949-03-27T06:34:09.000Z,2.443,127.637,60,7,mw,,,,,iscgem,iscgem896433,2019-12-29T20:06:19.394Z,"Molucca Sea",earthquake,,,,,automatic,iscgem,iscgem
1949-07-02T19:57:14.000Z,16.575,147.45,15,7.1,mw,,,,,iscgem,iscgem896626,2015-05-13T18:52:45.000Z,"Mariana Islands region",earthquake,,,,,automatic,iscgem,iscgem
1949-07-10T03:53:41.000Z,39.174,70.891,20,7.5,mw,,,,,iscgem,iscgem896645,2019-12-29T20:08:29.592Z,"Tajikistan",earthquake,,,,,automatic,iscgem,iscgem
1949-08-22T04:01:18.000Z,53.673,-133.015,10,8,mw,,,,,official,official19490822040118000_10,2019-12-29T20:10:48.930Z,"Haida Gwaii, Canada",earthquake,,,,,reviewed,iscgem,official
1949-12-17T06:53:32.000Z,-53.923,-69.596,10,7.7,mw,,,,,iscgem,iscgem897093,2019-12-29T20:12:17.359Z,"Tierra del Fuego, Magallanes, Chile",earthquake,,,,,automatic,iscgem,iscgem
1949-12-17T15:07:58.000Z,-53.911,-69.753,10,7.3,mw,,,,,iscgem,iscgem897095,2019-12-29T20:12:37.209Z,"Tierra del Fuego, Magallanes, Chile",earthquake,,,,,automatic,iscgem,iscgem
1949-12-29T03:03:56.000Z,17.429,121.485,15,7.1,mw,,,,,iscgem,iscgem897130,2019-12-29T20:14:11.592Z,"Luzon, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1950-02-28T10:21:00.000Z,45.882,143.491,329,7.7,mw,,,,,iscgem,iscgem895264,2019-12-29T19:30:50.851Z,"Hokkaido, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1950-05-26T01:17:14.000Z,-20.253,169.723,50,7.1,mw,,,,,iscgem,iscgem895457,2019-12-29T19:33:20.752Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1950-08-14T22:51:26.000Z,-27.507,-62.838,610,7.1,mw,,,,,iscgem,iscgem895680,2015-05-13T18:52:45.000Z,"Santiago Del Estero, Argentina",earthquake,,,,,automatic,iscgem,iscgem
1950-08-15T14:09:34.000Z,28.363,96.445,15,8.6,mw,,,,,official,official19500815140934_30,2020-01-02T23:21:42.861Z,"1950 Assam-Tibet Earthquake",earthquake,,,,,automatic,iscgem,official
1950-09-19T20:29:53.000Z,-2.077,138.151,30,7.2,mw,,,,,iscgem,iscgem895844,2019-12-29T19:50:54.032Z,"Papua, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1950-10-05T16:09:42.000Z,10.481,-85.046,97.9,7.5,mw,,,,,iscgem,iscgem895887,2019-12-29T19:52:57.387Z,"Costa Rica",earthquake,,,,,automatic,iscgem,iscgem
1950-10-08T03:23:13.000Z,-4.199,128.233,20,7.3,mw,,,,,iscgem,iscgem895901,2019-12-29T19:53:44.440Z,"Banda Sea",earthquake,,,,,automatic,iscgem,iscgem
1950-10-23T16:13:28.000Z,14.31,-91.917,65.3,7.2,mw,,,,,iscgem,iscgem895966,2019-12-29T19:55:19.690Z,"Guatemala",earthquake,,,,,automatic,iscgem,iscgem
1950-11-02T15:28:15.000Z,-6.823,129.183,199.7,7.7,mw,,,,,iscgem,iscgem896018,2019-12-29T19:57:34.189Z,"Banda Sea",earthquake,,,,,automatic,iscgem,iscgem
1950-12-02T19:51:51.000Z,-18.373,167.654,30,7.9,mw,,,,,iscgem,iscgem896121,2019-12-29T20:01:50.787Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1950-12-09T21:38:51.000Z,-23.977,-67.912,113.9,8.2,mw,,,,,iscgem,iscgem896170,2019-12-29T20:02:40.282Z,"Antofagasta, Chile",earthquake,,,,,automatic,iscgem,iscgem
1950-12-14T01:52:54.000Z,-19.705,-175.874,215.9,7.8,mw,,,,,iscgem,iscgem896185,2015-05-13T18:52:46.000Z,"Tonga",earthquake,,,,,automatic,iscgem,iscgem
1950-12-14T14:15:54.000Z,16.739,-98.482,35,7.1,mw,,,,,iscgem,iscgem896193,2019-12-29T20:03:16.259Z,"Guerrero, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1951-04-14T13:33:02.000Z,61.214,136.593,10,7.1,mw,,,,,iscgem,iscgem894262,2019-12-29T18:39:51.918Z,"southeastern Sakha, Russia",earthquake,,,,,automatic,iscgem,iscgem
1951-07-11T18:21:59.000Z,28.359,139.405,496.7,7.1,mw,,,,,iscgem,iscgem894503,2015-05-13T18:52:46.000Z,"Bonin Islands, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1951-08-13T18:33:38.000Z,41.289,32.96,25,7,mw,,,,,iscgem,iscgem894620,2019-12-29T18:48:56.927Z,"central Turkey",earthquake,,,,,automatic,iscgem,iscgem
1951-10-21T21:34:21.000Z,23.487,121.4,25,7.5,mw,,,,,iscgem,iscgem894821,2019-12-29T18:52:25.216Z,"Taiwan",earthquake,,,,,automatic,iscgem,iscgem
